Count of StrategyPlanKey,Datekey,EntityKey,ScenarioKey,AccountKey,ProductCategoryKey,Amount
1,2017-01-01 00:00:00,58,2,21,2,18168.8661
1,2017-01-01 00:00:00,58,2,22,1,1392.3977
1,2017-01-01 00:00:00,58,2,22,2,12491.0954
1,2017-01-01 00:00:00,58,2,23,1,210.9694
1,2017-01-01 00:00:00,58,2,23,2,1892.5902
1,2017-01-01 00:00:00,58,3,4,1,218495.73
1,2017-01-01 00:00:00,58,3,4,2,3907054.41
1,2017-01-01 00:00:00,58,3,4,3,10587668.4624
1,2017-01-01 00:00:00,58,3,4,4,8397187.8624
1,2017-01-01 00:00:00,58,3,4,5,3526716.3204
1,2017-01-01 00:00:00,58,3,4,6,887690.8632
1,2017-01-01 00:00:00,58,3,4,7,772196.0939
1,2017-01-01 00:00:00,58,3,4,8,12403926.3114
1,2017-01-01 00:00:00,58,3,5,1,78743.8368
1,2017-01-01 00:00:00,58,3,5,2,1829398.3356
1,2017-01-01 00:00:00,58,3,5,3,4583859.8244
1,2017-01-01 00:00:00,58,3,5,4,3199061.1288
1,2017-01-01 00:00:00,58,3,5,5,1562691.3876
1,2017-01-01 00:00:00,58,3,5,6,344522.544
1,2017-01-01 00:00:00,58,3,5,7,333655.872
1,2017-01-01 00:00:00,58,3,5,8,5737396.0212
1,2017-01-01 00:00:00,58,3,7,1,11369.9013
1,2017-01-01 00:00:00,58,3,7,2,101998.5312
1,2017-01-01 00:00:00,58,3,8,1,11449.866
1,2017-01-01 00:00:00,58,3,8,2,102715.8879
1,2017-01-01 00:00:00,58,3,9,1,20302.2518
1,2017-01-01 00:00:00,58,3,9,2,182129.9768
1,2017-01-01 00:00:00,58,3,10,1,9867.4382
1,2017-01-01 00:00:00,58,3,10,2,88520.0473
1,2017-01-01 00:00:00,58,3,11,1,20209.56
1,2017-01-01 00:00:00,58,3,11,2,181298.4455
1,2017-01-01 00:00:00,58,3,12,1,5151.77
1,2017-01-01 00:00:00,58,3,12,2,46216.1422
1,2017-01-01 00:00:00,58,3,15,1,98.1792
1,2017-01-01 00:00:00,58,3,15,2,880.758
1,2017-01-01 00:00:00,58,3,16,1,293.135
1,2017-01-01 00:00:00,58,3,16,2,2629.6919
1,2017-01-01 00:00:00,58,3,17,1,78.5433
1,2017-01-01 00:00:00,58,3,17,2,704.6064
1,2017-01-01 00:00:00,58,3,19,1,45574.0423
1,2017-01-01 00:00:00,58,3,19,2,408841.3113
1,2017-01-01 00:00:00,58,3,20,1,621.8044
1,2017-01-01 00:00:00,58,3,21,1,2131.9008
1,2017-01-01 00:00:00,58,3,22,1,1465.6818
1,2017-01-01 00:00:00,58,3,23,1,222.073
1,2017-01-01 00:00:00,59,1,4,1,67915.777
1,2017-01-01 00:00:00,59,1,4,2,1585801.833
1,2017-01-01 00:00:00,59,1,4,3,4106210.922
1,2017-01-01 00:00:00,59,1,4,4,2691527.8365
1,2017-01-01 00:00:00,59,1,4,5,1467264.073
1,2017-01-01 00:00:00,59,1,4,6,345639.657
1,2017-01-01 00:00:00,59,1,4,7,848833.451
1,2017-01-01 00:00:00,59,1,4,8,5139413.967
1,2017-01-01 00:00:00,59,1,5,1,26311.62
1,2017-01-01 00:00:00,59,1,5,2,732807.75
1,2017-01-01 00:00:00,59,1,5,3,1735444.24
1,2017-01-01 00:00:00,59,1,5,4,1029873.29
1,2017-01-01 00:00:00,59,1,5,5,643677.77
1,2017-01-01 00:00:00,59,1,5,6,131842.6
1,2017-01-01 00:00:00,59,1,5,7,385407.06
1,2017-01-01 00:00:00,59,1,5,8,2329150.65
1,2017-01-01 00:00:00,59,1,7,1,4009.0488
1,2017-01-01 00:00:00,59,1,7,2,35964.8755
1,2017-01-01 00:00:00,59,1,8,1,4173.9897
1,2017-01-01 00:00:00,59,1,8,2,37444.5485
1,2017-01-01 00:00:00,59,1,9,1,8718.494
1,2017-01-01 00:00:00,59,1,9,2,78212.9551
1,2017-01-01 00:00:00,59,1,10,1,3645.8456
1,2017-01-01 00:00:00,59,1,10,2,32706.6067
1,2017-01-01 00:00:00,59,1,11,1,7535.2197
1,2017-01-01 00:00:00,59,1,11,2,67597.8903
1,2017-01-01 00:00:00,59,1,12,1,1941.3394
1,2017-01-01 00:00:00,59,1,12,2,17415.6104
1,2017-01-01 00:00:00,59,1,15,1,96.2541
1,2017-01-01 00:00:00,59,1,15,2,863.4882
1,2017-01-01 00:00:00,59,1,16,1,287.3872
1,2017-01-01 00:00:00,59,1,16,2,2578.1293
1,2017-01-01 00:00:00,59,1,17,1,77.0033
1,2017-01-01 00:00:00,59,1,17,2,690.7906
1,2017-01-01 00:00:00,59,1,19,1,17968.8349
1,2017-01-01 00:00:00,59,1,19,2,161197.0687
1,2017-01-01 00:00:00,59,1,20,1,609.6122
1,2017-01-01 00:00:00,59,1,20,2,5468.7849
1,2017-01-01 00:00:00,59,1,21,1,2090.0989
1,2017-01-01 00:00:00,59,1,21,2,18750.1198
1,2017-01-01 00:00:00,59,1,22,1,1436.943
1,2017-01-01 00:00:00,59,1,22,2,12890.7073
1,2017-01-01 00:00:00,59,1,23,1,217.7186
1,2017-01-01 00:00:00,59,1,23,2,1953.1375
1,2017-01-01 00:00:00,59,2,4,1,63194.5753
1,2017-01-01 00:00:00,59,2,4,2,1475790.2171
1,2017-01-01 00:00:00,59,2,4,3,3823692.0719
1,2017-01-01 00:00:00,59,2,4,4,2516525.9169
1,2017-01-01 00:00:00,59,2,4,5,1362667.0931
1,2017-01-01 00:00:00,59,2,4,6,324505.067
1,2017-01-01 00:00:00,59,2,4,7,812790.2775
1,2017-01-01 00:00:00,59,2,4,8,4784853.7824
1,2017-01-01 00:00:00,59,2,5,1,25495.9598
1,2017-01-01 00:00:00,59,2,5,2,710090.7097
1,2017-01-01 00:00:00,59,2,5,3,1681645.4686
1,2017-01-01 00:00:00,59,2,5,4,997947.218
1,2017-01-01 00:00:00,59,2,5,5,623723.7591
1,2017-01-01 00:00:00,59,2,5,6,127755.4794
1,2017-01-01 00:00:00,59,2,5,7,373459.4411
1,2017-01-01 00:00:00,59,2,5,8,2256946.9798
1,2017-01-01 00:00:00,59,2,7,1,3884.7683
1,2017-01-01 00:00:00,59,2,7,2,34849.9644
1,2017-01-01 00:00:00,59,2,8,1,4044.5961
1,2017-01-01 00:00:00,59,2,8,2,36283.7675
1,2017-01-01 00:00:00,59,2,9,1,8448.2207
1,2017-01-01 00:00:00,59,2,9,2,75788.3535
1,2017-01-01 00:00:00,59,2,10,1,3532.8243
1,2017-01-01 00:00:00,59,2,10,2,31692.7018
1,2017-01-01 00:00:00,59,2,11,1,7301.6279
1,2017-01-01 00:00:00,59,2,11,2,65502.3557
1,2017-01-01 00:00:00,59,2,12,1,1881.1579
1,2017-01-01 00:00:00,59,2,12,2,16875.7264
1,2017-01-01 00:00:00,59,2,15,1,93.2702
1,2017-01-01 00:00:00,59,2,15,2,836.7202
1,2017-01-01 00:00:00,59,2,16,1,278.4782
1,2017-01-01 00:00:00,59,2,16,2,2498.2073
1,2017-01-01 00:00:00,59,2,17,1,74.6162
1,2017-01-01 00:00:00,59,2,17,2,669.3761
1,2017-01-01 00:00:00,59,2,19,1,17411.801
1,2017-01-01 00:00:00,59,2,19,2,156199.9595
1,2017-01-01 00:00:00,59,2,20,1,590.7142
1,2017-01-01 00:00:00,59,2,20,2,5299.2526
1,2017-01-01 00:00:00,59,2,21,1,2025.3058
1,2017-01-01 00:00:00,59,2,21,2,18168.8661
1,2017-01-01 00:00:00,59,2,22,1,1392.3977
1,2017-01-01 00:00:00,59,2,22,2,12491.0954
1,2017-01-01 00:00:00,59,2,23,1,210.9694
1,2017-01-01 00:00:00,59,2,23,2,1892.5902
1,2017-01-01 00:00:00,59,3,4,1,66520.6056
1,2017-01-01 00:00:00,59,3,4,2,1553463.3864
1,2017-01-01 00:00:00,59,3,4,3,4024939.023
1,2017-01-01 00:00:00,59,3,4,4,2648974.6494
1,2017-01-01 00:00:00,59,3,4,5,1434386.4138
1,2017-01-01 00:00:00,59,3,4,6,341584.281
1,2017-01-01 00:00:00,59,3,4,7,855568.7131
1,2017-01-01 00:00:00,59,3,4,8,5036688.192
1,2017-01-01 00:00:00,59,3,5,1,26837.8524
1,2017-01-01 00:00:00,59,3,5,2,747463.905
1,2017-01-01 00:00:00,59,3,5,3,1770153.1248
1,2017-01-01 00:00:00,59,3,5,4,1050470.7558
1,2017-01-01 00:00:00,59,3,5,5,656551.3254
1,2017-01-01 00:00:00,59,3,5,6,134479.452
1,2017-01-01 00:00:00,59,3,5,7,393115.2012
1,2017-01-01 00:00:00,59,3,5,8,2375733.663
1,2017-01-01 00:00:00,59,3,7,1,4089.2298
1,2017-01-01 00:00:00,59,3,7,2,36684.1731
1,2017-01-01 00:00:00,59,3,8,1,4257.4695
1,2017-01-01 00:00:00,59,3,8,2,38193.4395
1,2017-01-01 00:00:00,59,3,9,1,8892.8639
1,2017-01-01 00:00:00,59,3,9,2,79777.2141
1,2017-01-01 00:00:00,59,3,10,1,3718.7625
1,2017-01-01 00:00:00,59,3,10,2,33360.7388
1,2017-01-01 00:00:00,59,3,11,1,7685.9241
1,2017-01-01 00:00:00,59,3,11,2,68949.8481
1,2017-01-01 00:00:00,59,3,12,1,1980.1662
1,2017-01-01 00:00:00,59,3,12,2,17763.9226
1,2017-01-01 00:00:00,59,3,15,1,98.1792
1,2017-01-01 00:00:00,59,3,15,2,880.758
1,2017-01-01 00:00:00,59,3,16,1,293.135
1,2017-01-01 00:00:00,59,3,16,2,2629.6919
1,2017-01-01 00:00:00,59,3,17,1,78.5433
1,2017-01-01 00:00:00,59,3,17,2,704.6064
1,2017-01-01 00:00:00,59,3,19,1,18328.2116
1,2017-01-01 00:00:00,59,3,19,2,164421.01
1,2017-01-01 00:00:00,59,3,20,1,621.8044
1,2017-01-01 00:00:00,59,3,21,1,2131.9008
1,2017-01-01 00:00:00,59,3,22,1,1465.6818
1,2017-01-01 00:00:00,59,3,23,1,222.073
1,2017-01-01 00:00:00,635,1,4,1,2830.3145
1,2017-01-01 00:00:00,635,1,4,2,59864.9215
1,2017-01-01 00:00:00,635,1,4,3,188710.7235
1,2017-01-01 00:00:00,635,1,4,4,115861.5815
1,2017-01-01 00:00:00,635,1,4,5,62262.0185
1,2017-01-01 00:00:00,635,1,4,6,14342.6355
1,2017-01-01 00:00:00,635,1,4,7,2271.689
1,2017-01-01 00:00:00,635,1,4,8,129346.8235
1,2017-01-01 00:00:00,635,1,5,1,980.26
1,2017-01-01 00:00:00,635,1,5,2,28708.63
1,2017-01-01 00:00:00,635,1,5,3,74923.02
1,2017-01-01 00:00:00,635,1,5,4,43387.01
1,2017-01-01 00:00:00,635,1,5,5,27669.5
1,2017-01-01 00:00:00,635,1,5,6,5869.83
1,2017-01-01 00:00:00,635,1,5,7,985.2
1,2017-01-01 00:00:00,635,1,5,8,57344.97
1,2017-01-01 00:00:00,635,1,7,1,141.4516
1,2017-01-01 00:00:00,635,1,7,2,1268.9513
1,2017-01-01 00:00:00,635,1,8,1,144.753
1,2017-01-01 00:00:00,635,1,8,2,1298.568
1,2017-01-01 00:00:00,635,1,9,1,268.7764
1,2017-01-01 00:00:00,635,1,9,2,2411.1728
1,2017-01-01 00:00:00,635,1,10,1,141.6362
1,2017-01-01 00:00:00,635,1,10,2,1270.6078
1,2017-01-01 00:00:00,635,1,11,1,302.6741
1,2017-01-01 00:00:00,635,1,11,2,2715.2669
1,2017-01-01 00:00:00,635,1,15,1,96.2541
1,2017-01-01 00:00:00,635,1,15,2,863.4882
1,2017-01-01 00:00:00,635,1,16,1,287.3872
1,2017-01-01 00:00:00,635,1,16,2,2578.1293
1,2017-01-01 00:00:00,635,1,17,1,77.0033
1,2017-01-01 00:00:00,635,1,17,2,690.7906
1,2017-01-01 00:00:00,635,1,19,1,625.2294
1,2017-01-01 00:00:00,635,1,19,2,5608.886
1,2017-01-01 00:00:00,635,1,20,1,609.6122
1,2017-01-01 00:00:00,635,1,20,2,5468.7849
1,2017-01-01 00:00:00,635,1,21,1,2090.0989
1,2017-01-01 00:00:00,635,1,21,2,18750.1198
1,2017-01-01 00:00:00,635,1,22,1,1436.943
1,2017-01-01 00:00:00,635,1,22,2,12890.7073
1,2017-01-01 00:00:00,635,1,23,1,217.7186
1,2017-01-01 00:00:00,635,1,23,2,1953.1375
1,2017-01-01 00:00:00,635,2,4,1,2660.8159
1,2017-01-01 00:00:00,635,2,4,2,54100.0064
1,2017-01-01 00:00:00,635,2,4,3,177591.6824
1,2017-01-01 00:00:00,635,2,4,4,107843.8182
1,2017-01-01 00:00:00,635,2,4,5,57965.5994
1,2017-01-01 00:00:00,635,2,4,6,12706.4776
1,2017-01-01 00:00:00,635,2,4,7,2198.4381
1,2017-01-01 00:00:00,635,2,4,8,118689.1763
1,2017-01-01 00:00:00,635,2,5,1,949.8719
1,2017-01-01 00:00:00,635,2,5,2,27818.6625
1,2017-01-01 00:00:00,635,2,5,3,72600.4064
1,2017-01-01 00:00:00,635,2,5,4,42042.0127
1,2017-01-01 00:00:00,635,2,5,5,26811.7455
1,2017-01-01 00:00:00,635,2,5,6,5687.8653
1,2017-01-01 00:00:00,635,2,5,7,954.6588
1,2017-01-01 00:00:00,635,2,5,8,55567.2759
1,2017-01-01 00:00:00,635,2,7,1,137.0666
1,2017-01-01 00:00:00,635,2,7,2,1229.6138
1,2017-01-01 00:00:00,635,2,8,1,140.2656
1,2017-01-01 00:00:00,635,2,8,2,1258.3124
1,2017-01-01 00:00:00,635,2,9,1,260.4443
1,2017-01-01 00:00:00,635,2,9,2,2336.4265
1,2017-01-01 00:00:00,635,2,10,1,137.2455
1,2017-01-01 00:00:00,635,2,10,2,1231.2189
1,2017-01-01 00:00:00,635,2,11,1,293.2912
1,2017-01-01 00:00:00,635,2,11,2,2631.0936
1,2017-01-01 00:00:00,635,2,15,1,93.2702
1,2017-01-01 00:00:00,635,2,15,2,836.7202
1,2017-01-01 00:00:00,635,2,16,1,278.4782
1,2017-01-01 00:00:00,635,2,16,2,2498.2073
1,2017-01-01 00:00:00,635,2,17,1,74.6162
1,2017-01-01 00:00:00,635,2,17,2,669.3761
1,2017-01-01 00:00:00,635,2,19,1,605.8473
1,2017-01-01 00:00:00,635,2,19,2,5435.0105
1,2017-01-01 00:00:00,635,2,20,1,590.7142
1,2017-01-01 00:00:00,635,2,20,2,5299.2526
1,2017-01-01 00:00:00,635,2,21,1,2025.3058
1,2017-01-01 00:00:00,635,2,21,2,18168.8661
1,2017-01-01 00:00:00,635,2,22,1,1392.3977
1,2017-01-01 00:00:00,635,2,22,2,12491.0954
1,2017-01-01 00:00:00,635,2,23,1,210.9694
1,2017-01-01 00:00:00,635,2,23,2,1892.5902
1,2017-01-01 00:00:00,635,3,4,1,2800.8588
1,2017-01-01 00:00:00,635,3,4,2,56947.3752
1,2017-01-01 00:00:00,635,3,4,3,186938.613
1,2017-01-01 00:00:00,635,3,4,4,113519.8086
1,2017-01-01 00:00:00,635,3,4,5,61016.4204
1,2017-01-01 00:00:00,635,3,4,6,13375.2396
1,2017-01-01 00:00:00,635,3,4,7,2314.1454
1,2017-01-01 00:00:00,635,3,4,8,124935.975
1,2017-01-01 00:00:00,635,3,5,1,999.8652
1,2017-01-01 00:00:00,635,3,5,2,29282.8026
1,2017-01-01 00:00:00,635,3,5,3,76421.4804
1,2017-01-01 00:00:00,635,3,5,4,44254.7502
1,2017-01-01 00:00:00,635,3,5,5,28222.89
1,2017-01-01 00:00:00,635,3,5,6,5987.2266
1,2017-01-01 00:00:00,635,3,5,7,1004.904
1,2017-01-01 00:00:00,635,3,5,8,58491.8694
1,2017-01-01 00:00:00,635,3,7,1,144.2806
1,2017-01-01 00:00:00,635,3,7,2,1294.3304
1,2017-01-01 00:00:00,635,3,8,1,147.648
1,2017-01-01 00:00:00,635,3,8,2,1324.5393
1,2017-01-01 00:00:00,635,3,9,1,274.1519
1,2017-01-01 00:00:00,635,3,9,2,2459.3963
1,2017-01-01 00:00:00,635,3,10,1,144.4689
1,2017-01-01 00:00:00,635,3,10,2,1296.02
1,2017-01-01 00:00:00,635,3,11,1,308.7276
1,2017-01-01 00:00:00,635,3,11,2,2769.5722
1,2017-01-01 00:00:00,635,3,15,1,98.1792
1,2017-01-01 00:00:00,635,3,15,2,880.758
1,2017-01-01 00:00:00,635,3,16,1,293.135
1,2017-01-01 00:00:00,635,3,16,2,2629.6919
1,2017-01-01 00:00:00,635,3,17,1,78.5433
1,2017-01-01 00:00:00,635,3,17,2,704.6064
1,2017-01-01 00:00:00,635,3,19,1,637.734
1,2017-01-01 00:00:00,635,3,19,2,5721.0637
1,2017-01-01 00:00:00,635,3,20,1,621.8044
1,2017-01-01 00:00:00,635,3,21,1,2131.9008
1,2017-01-01 00:00:00,635,3,22,1,1465.6818
1,2017-01-01 00:00:00,635,3,23,1,222.073
1,2017-01-01 00:00:00,636,1,4,1,3373.1375
1,2017-01-01 00:00:00,636,1,4,2,65636.3755
1,2017-01-01 00:00:00,636,1,4,3,135200.749
1,2017-01-01 00:00:00,636,1,4,4,109646.426
1,2017-01-01 00:00:00,636,1,4,5,62578.6185
1,2017-01-01 00:00:00,636,1,4,6,3661.5075
1,2017-01-01 00:00:00,636,1,4,7,2680.0175
1,2017-01-01 00:00:00,636,1,4,8,118408.5275
1,2017-01-01 00:00:00,636,1,5,1,1250.46
1,2017-01-01 00:00:00,636,1,5,2,31428.83
1,2017-01-01 00:00:00,636,1,5,3,52503.66
1,2017-01-01 00:00:00,636,1,5,4,41417.04
1,2017-01-01 00:00:00,636,1,5,5,27734.96
1,2017-01-01 00:00:00,636,1,5,6,1348.27
1,2017-01-01 00:00:00,636,1,5,7,940.95
1,2017-01-01 00:00:00,636,1,5,8,56737.63
1,2017-01-01 00:00:00,636,1,7,1,132.2771
1,2017-01-01 00:00:00,636,1,7,2,1186.6479
1,2017-01-01 00:00:00,636,1,8,1,132.1125
1,2017-01-01 00:00:00,636,1,8,2,1185.1715
1,2017-01-01 00:00:00,636,1,9,1,249.6858
1,2017-01-01 00:00:00,636,1,9,2,2239.9127
1,2017-01-01 00:00:00,636,1,10,1,112.4561
1,2017-01-01 00:00:00,636,1,10,2,1008.8351
1,2017-01-01 00:00:00,636,1,11,1,251.8654
1,2017-01-01 00:00:00,636,1,11,2,2259.4655
1,2017-01-01 00:00:00,636,1,15,1,96.2541
1,2017-01-01 00:00:00,636,1,15,2,863.4882
1,2017-01-01 00:00:00,636,1,16,1,287.3872
1,2017-01-01 00:00:00,636,1,16,2,2578.1293
1,2017-01-01 00:00:00,636,1,17,1,77.0033
1,2017-01-01 00:00:00,636,1,17,2,690.7906
1,2017-01-01 00:00:00,636,1,19,1,513.8172
1,2017-01-01 00:00:00,636,1,19,2,4609.4151
1,2017-01-01 00:00:00,636,1,20,1,609.6122
1,2017-01-01 00:00:00,636,1,20,2,5468.7849
1,2017-01-01 00:00:00,636,1,21,1,2090.0989
1,2017-01-01 00:00:00,636,1,21,2,18750.1198
1,2017-01-01 00:00:00,636,1,22,1,1436.943
1,2017-01-01 00:00:00,636,1,22,2,12890.7073
1,2017-01-01 00:00:00,636,1,23,1,217.7186
1,2017-01-01 00:00:00,636,1,23,2,1953.1375
1,2017-01-01 00:00:00,636,2,4,1,3145.0639
1,2017-01-01 00:00:00,636,2,4,2,59698.0454
1,2017-01-01 00:00:00,636,2,4,3,124407.9332
1,2017-01-01 00:00:00,636,2,4,4,101604.9214
1,2017-01-01 00:00:00,636,2,4,5,57515.7702
1,2017-01-01 00:00:00,636,2,4,6,3474.2235
1,2017-01-01 00:00:00,636,2,4,7,2601.0383
1,2017-01-01 00:00:00,636,2,4,8,110377.2977
1,2017-01-01 00:00:00,636,2,5,1,1211.6957
1,2017-01-01 00:00:00,636,2,5,2,30454.5363
1,2017-01-01 00:00:00,636,2,5,3,50876.0465
1,2017-01-01 00:00:00,636,2,5,4,40133.1118
1,2017-01-01 00:00:00,636,2,5,5,26875.1762
1,2017-01-01 00:00:00,636,2,5,6,1306.4736
1,2017-01-01 00:00:00,636,2,5,7,911.7806
1,2017-01-01 00:00:00,636,2,5,8,54978.7635
1,2017-01-01 00:00:00,636,2,7,1,128.1765
1,2017-01-01 00:00:00,636,2,7,2,1149.8618
1,2017-01-01 00:00:00,636,2,8,1,128.017
1,2017-01-01 00:00:00,636,2,8,2,1148.4313
1,2017-01-01 00:00:00,636,2,9,1,241.9455
1,2017-01-01 00:00:00,636,2,9,2,2170.4754
1,2017-01-01 00:00:00,636,2,10,1,108.9699
1,2017-01-01 00:00:00,636,2,10,2,977.5612
1,2017-01-01 00:00:00,636,2,11,1,244.0576
1,2017-01-01 00:00:00,636,2,11,2,2189.4221
1,2017-01-01 00:00:00,636,2,15,1,93.2702
1,2017-01-01 00:00:00,636,2,15,2,836.7202
1,2017-01-01 00:00:00,636,2,16,1,278.4782
1,2017-01-01 00:00:00,636,2,16,2,2498.2073
1,2017-01-01 00:00:00,636,2,17,1,74.6162
1,2017-01-01 00:00:00,636,2,17,2,669.3761
1,2017-01-01 00:00:00,636,2,19,1,497.8888
1,2017-01-01 00:00:00,636,2,19,2,4466.5232
1,2017-01-01 00:00:00,636,2,20,1,590.7142
1,2017-01-01 00:00:00,636,2,20,2,5299.2526
1,2017-01-01 00:00:00,636,2,21,1,2025.3058
1,2017-01-01 00:00:00,636,2,21,2,18168.8661
1,2017-01-01 00:00:00,636,2,22,1,1392.3977
1,2017-01-01 00:00:00,636,2,22,2,12491.0954
1,2017-01-01 00:00:00,636,2,23,1,210.9694
1,2017-01-01 00:00:00,636,2,23,2,1892.5902
1,2017-01-01 00:00:00,636,3,4,1,3310.5936
1,2017-01-01 00:00:00,636,3,4,2,62840.0478
1,2017-01-01 00:00:00,636,3,4,3,130955.7192
1,2017-01-01 00:00:00,636,3,4,4,106952.5488
1,2017-01-01 00:00:00,636,3,4,5,60542.916
1,2017-01-01 00:00:00,636,3,4,6,3657.0774
1,2017-01-01 00:00:00,636,3,4,7,2737.935
1,2017-01-01 00:00:00,636,3,4,8,116186.6292
1,2017-01-01 00:00:00,636,3,5,1,1275.4692
1,2017-01-01 00:00:00,636,3,5,2,32057.4066
1,2017-01-01 00:00:00,636,3,5,3,53553.7332
1,2017-01-01 00:00:00,636,3,5,4,42245.3808
1,2017-01-01 00:00:00,636,3,5,5,28289.6592
1,2017-01-01 00:00:00,636,3,5,6,1375.2354
1,2017-01-01 00:00:00,636,3,5,7,959.769
1,2017-01-01 00:00:00,636,3,5,8,57872.3826
1,2017-01-01 00:00:00,636,3,7,1,134.9226
1,2017-01-01 00:00:00,636,3,7,2,1210.3809
1,2017-01-01 00:00:00,636,3,8,1,134.7548
1,2017-01-01 00:00:00,636,3,8,2,1208.875
1,2017-01-01 00:00:00,636,3,9,1,254.6795
1,2017-01-01 00:00:00,636,3,9,2,2284.7109
